cq_id;use_case;scenario_step;dimension;question
CQ01495;UC-3;Precondition validation on available evidence;Retrieval;Return HTTP requests associated with UC-3 during Precondition validation on available evidence scoped to exchanges with payload bodies.
CQ01496;UC-3;;Retrieval;Retrieve request–response exchanges associated with UC-3 scoped to a specific dataset.
CQ01497;UC-3;Triggering resolver execution from the client interface;Inspection;For a selected HTTP request in UC-3 during Triggering resolver execution from the client interface, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01498;UC-3;Precondition validation on available evidence;Inspection;For a selected exchange in UC-3 during Precondition validation on available evidence, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01500;UC-3;Provenance, typing, and named graph validation;Inspection;Given a selected exchange in UC-3 during Provenance, typing, and named graph validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01501;UC-3;Observing job execution and inspecting produced findings;Quantification;Summarize the count of HTTP requests for UC-3 during Observing job execution and inspecting produced findings scoped to findings with severity descriptors.
CQ01502;UC-3;Triggering resolver execution from the client interface;Inspection;For a selected exchange in UC-3 during Triggering resolver execution from the client interface, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01503;UC-3;Precondition validation on available evidence;Quantification;How many request–response exchanges are available for UC-3 during Precondition validation on available evidence scoped to exchanges with parameters.
CQ01504;UC-3;Precondition validation on available evidence;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-3 during Precondition validation on available evidence?
CQ01505;UC-3;Observing job execution and inspecting produced findings;Retrieval;Show request–response exchanges associated with UC-3 during Observing job execution and inspecting produced findings scoped to exchanges with cookies.
CQ01506;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve parameters associated with UC-3 during Triggering resolver execution from the client interface scoped to findings with severity descriptors.
CQ01507;UC-3;Precondition validation on available evidence;Traceability;Navigate a resolver to its related all findings in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ01508;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Trace a finding to its related resolver provenance in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ01511;UC-3;Provenance, typing, and named graph validation;Retrieval;Show payload bodies associated with UC-3 during Provenance, typing, and named graph validation scoped to exchanges with payload bodies.
CQ01512;UC-3;;Inspection;For a selected exchange in UC-3, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01513;UC-3;Triggering resolver execution from the client interface;Traceability;Drill down from a URI target to its related all exchanges in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01514;UC-3;;Retrieval;List payload bodies associated with UC-3 scoped to findings produced by one resolver.
CQ01515;UC-3;Provenance, typing, and named graph validation;Quantification;How many findings are available for UC-3 during Provenance, typing, and named graph validation scoped to requests with responses only.
CQ01521;UC-3;Triggering resolver execution from the client interface;Traceability;Drill down from a resolver to its related all findings in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01524;UC-3;Triggering resolver execution from the client interface;Inspection;Given a selected HTTP response in UC-3 during Triggering resolver execution from the client interface, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01526;UC-3;Provenance, typing, and named graph validation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-3 during Provenance, typing, and named graph validation?
CQ01527;UC-3;;Retrieval;Enumerate HTTP requests associated with UC-3 scoped to requests without responses.
CQ01529;UC-3;Precondition validation on available evidence;Inspection;Given a selected HTTP request in UC-3 during Precondition validation on available evidence, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01530;UC-3;Provenance, typing, and named graph validation;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-3 during Provenance, typing, and named graph validation?
CQ01533;UC-3;Triggering resolver execution from the client interface;Retrieval;List payload bodies associated with UC-3 during Triggering resolver execution from the client interface scoped to exchanges with payload bodies.
CQ01534;UC-3;Explainable drill-down from findings to evidence anchors;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-3 during Explainable drill-down from findings to evidence anchors?
CQ01537;UC-3;Explainable drill-down from findings to evidence anchors;Retrieval;Show parameters associated with UC-3 during Explainable drill-down from findings to evidence anchors scoped to exchanges with parameters.
CQ01539;UC-3;;Quantification;Count request–response exchanges for UC-3 scoped to exchanges with parameters.
CQ01540;UC-3;Precondition validation on available evidence;Quantification;Compute the number of request headers for UC-3 during Precondition validation on available evidence scoped to exchanges with cookies.
CQ01541;UC-3;Triggering resolver execution from the client interface;Traceability;Navigate a URI target to its related all exchanges in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01544;UC-3;Explainable drill-down from findings to evidence anchors;Quantification;Compute the number of jobs for UC-3 during Explainable drill-down from findings to evidence anchors scoped to a specific authority.
CQ01545;UC-3;Precondition validation on available evidence;Retrieval;List resolvers associated with UC-3 during Precondition validation on available evidence scoped to exchanges with parameters.
CQ01546;UC-3;;Retrieval;Enumerate jobs associated with UC-3 scoped to exchanges with payload bodies.
CQ01548;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Follow a finding to its related evidence anchors in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ01549;UC-3;Triggering resolver execution from the client interface;Traceability;Navigate a resolver to its related all findings in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01551;UC-3;Precondition validation on available evidence;Quantification;How many response headers are available for UC-3 during Precondition validation on available evidence scoped to exchanges with payload bodies.
CQ01553;UC-3;Explainable drill-down from findings to evidence anchors;Quantification;Summarize the count of request–response exchanges for UC-3 during Explainable drill-down from findings to evidence anchors scoped to exchanges with cookies.
CQ01554;UC-3;Observing job execution and inspecting produced findings;Quantification;Count HTTP responses for UC-3 during Observing job execution and inspecting produced findings scoped to a specific method.
CQ01556;UC-3;Explainable drill-down from findings to evidence anchors;Inspection;For a selected HTTP response in UC-3 during Explainable drill-down from findings to evidence anchors, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01559;UC-3;Provenance, typing, and named graph validation;Quantification;Summarize the count of payload bodies for UC-3 during Provenance, typing, and named graph validation scoped to a specific method.
CQ01561;UC-3;Triggering resolver execution from the client interface;Inspection;Given a selected HTTP request in UC-3 during Triggering resolver execution from the client interface, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01563;UC-3;Triggering resolver execution from the client interface;Traceability;Follow a URI target to its related all exchanges in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01564;UC-3;Explainable drill-down from findings to evidence anchors;Retrieval;Enumerate request–response exchanges associated with UC-3 during Explainable drill-down from findings to evidence anchors scoped to exchanges with parameters.
CQ01565;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Trace a resolver to its related all findings in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ01566;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-3 during Triggering resolver execution from the client interface?
CQ01567;UC-3;Explainable drill-down from findings to evidence anchors;Quantification;Compute the number of request–response exchanges for UC-3 during Explainable drill-down from findings to evidence anchors scoped to findings produced by one resolver.
CQ01568;UC-3;;Inspection;For a selected HTTP request in UC-3, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01570;UC-3;Precondition validation on available evidence;Retrieval;Retrieve cookies associated with UC-3 during Precondition validation on available evidence scoped to a specific authority.
CQ01572;UC-3;Precondition validation on available evidence;Quantification;Summarize the count of request–response exchanges for UC-3 during Precondition validation on available evidence scoped to exchanges with cookies.
CQ01573;UC-3;Precondition validation on available evidence;Traceability;Trace a URI target to its related all exchanges in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ01576;UC-3;Precondition validation on available evidence;Traceability;Follow a finding to its related evidence anchors in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ01577;UC-3;Precondition validation on available evidence;Retrieval;Enumerate request headers associated with UC-3 during Precondition validation on available evidence scoped to a specific path prefix.
CQ01579;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that reconstructed payloads preserve encoding metadata for UC-3 during Triggering resolver execution from the client interface?
CQ01580;UC-3;Explainable drill-down from findings to evidence anchors;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-3 during Explainable drill-down from findings to evidence anchors?
CQ01581;UC-3;Precondition validation on available evidence;Quantification;Summarize the count of request–response exchanges for UC-3 during Precondition validation on available evidence scoped to exchanges with parameters.
CQ01582;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve rules associated with UC-3 during Triggering resolver execution from the client interface scoped to findings with severity descriptors.
CQ01584;UC-3;;Retrieval;List request–response exchanges associated with UC-3 scoped to requests without responses.
CQ01585;UC-3;Provenance, typing, and named graph validation;Traceability;Trace a finding to its related evidence anchors in UC-3 during Provenance, typing, and named graph validation without relying on manual string parsing.
CQ01586;UC-3;;Traceability;Follow a finding to its related resolver provenance in UC-3 without relying on manual string parsing.
CQ01587;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Follow a URI target to its related all exchanges in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ01589;UC-3;Precondition validation on available evidence;Quantification;Count URI targets for UC-3 during Precondition validation on available evidence scoped to exchanges with parameters.
CQ01590;UC-3;Provenance, typing, and named graph validation;Inspection;For a selected HTTP request in UC-3 during Provenance, typing, and named graph validation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01594;UC-3;Precondition validation on available evidence;Inspection;Given a selected exchange in UC-3 during Precondition validation on available evidence, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01596;UC-3;Precondition validation on available evidence;Traceability;Link a finding to its related resolver provenance in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ01599;UC-3;;Quantification;How many HTTP responses are available for UC-3 scoped to requests without responses.
CQ01600;UC-3;Triggering resolver execution from the client interface;Inspection;Given a selected exchange in UC-3 during Triggering resolver execution from the client interface, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01602;UC-3;Triggering resolver execution from the client interface;Quantification;How many parameters are available for UC-3 during Triggering resolver execution from the client interface scoped to findings with severity descriptors.
CQ01603;UC-3;Triggering resolver execution from the client interface;Quantification;How many jobs are available for UC-3 during Triggering resolver execution from the client interface scoped to a specific method.
CQ01607;UC-3;Provenance, typing, and named graph validation;Quantification;Compute the number of jobs for UC-3 during Provenance, typing, and named graph validation scoped to a specific method.
CQ01608;UC-3;Explainable drill-down from findings to evidence anchors;Quantification;Count cookies for UC-3 during Explainable drill-down from findings to evidence anchors scoped to a specific path prefix.
CQ01609;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-3 during Triggering resolver execution from the client interface?
CQ01610;UC-3;Observing job execution and inspecting produced findings;Traceability;Follow a finding to its related resolver provenance in UC-3 during Observing job execution and inspecting produced findings without relying on manual string parsing.
CQ01614;UC-3;Triggering resolver execution from the client interface;Traceability;Drill down from a finding to its related evidence anchors in UC-3 during Triggering resolver execution from the client interface without relying on manual string parsing.
CQ01615;UC-3;;Quantification;Summarize the count of URI targets for UC-3 scoped to a specific authority.
CQ01616;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-3 during Triggering resolver execution from the client interface?
CQ01617;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Navigate a resolver to its related all findings in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ01620;UC-3;Provenance, typing, and named graph validation;Retrieval;Return URI targets associated with UC-3 during Provenance, typing, and named graph validation scoped to a specific method.
CQ01623;UC-3;;Traceability;Drill down from a finding to its related evidence anchors in UC-3 without relying on manual string parsing.
CQ01624;UC-3;;Inspection;For a selected HTTP response in UC-3, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01625;UC-3;;Traceability;Drill down from a URI target to its related all exchanges in UC-3 without relying on manual string parsing.
CQ01626;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve cookies associated with UC-3 during Triggering resolver execution from the client interface scoped to a specific authority.
CQ01627;UC-3;Provenance, typing, and named graph validation;Retrieval;List URI targets associated with UC-3 during Provenance, typing, and named graph validation scoped to a specific authority.
CQ01629;UC-3;Explainable drill-down from findings to evidence anchors;Retrieval;List rules associated with UC-3 during Explainable drill-down from findings to evidence anchors scoped to requests without responses.
CQ01630;UC-3;Triggering resolver execution from the client interface;Retrieval;Return request headers associated with UC-3 during Triggering resolver execution from the client interface scoped to exchanges with cookies.
CQ01632;UC-3;Observing job execution and inspecting produced findings;Traceability;Follow a finding to its related evidence anchors in UC-3 during Observing job execution and inspecting produced findings without relying on manual string parsing.
CQ01633;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Drill down from a URI target to its related all exchanges in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01635;UC-4;;Inspection;For a selected exchange in UC-4, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01636;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to exchanges with payload bodies.
CQ01637;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;Given a selected HTTP request in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01638;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Navigate a job identifier to its related produced findings in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01641;UC-4;;Quantification;Count rules for UC-4 scoped to a specific method.
CQ01642;UC-4;Finding-centric triage and vulnerability-based aggregation;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-4 during Finding-centric triage and vulnerability-based aggregation?
CQ01643;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of cookies for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01644;UC-4;Finding-centric triage and vulnerability-based aggregation;Inspection;Given a selected exchange in UC-4 during Finding-centric triage and vulnerability-based aggregation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01645;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Navigate a URI target to its related all exchanges in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01646;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Compute the number of URI targets for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific job identifier.
CQ01647;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Traceability;Navigate a finding to its related evidence anchors in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns without relying on manual string parsing.
CQ01649;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Follow a job identifier to its related persisted evidence in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01650;UC-4;Cross-graph drill-down for explainable investigation;Quantification;Summarize the count of HTTP responses for UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific method.
CQ01651;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve resolvers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific dataset.
CQ01652;UC-4;Finding-centric triage and vulnerability-based aggregation;Inspection;For a selected HTTP request in UC-4 during Finding-centric triage and vulnerability-based aggregation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01653;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;For a selected HTTP request in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01654;UC-4;Request-centric exploration and deterministic detail reconstruction;Inspection;Given a selected exchange in UC-4 during Request-centric exploration and deterministic detail reconstruction, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01655;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show jobs associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to findings produced by one resolver.
CQ01656;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Follow a finding to its related evidence anchors in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01657;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List URI targets associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to a specific method.
CQ01658;UC-4;Finding-centric triage and vulnerability-based aggregation;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-4 during Finding-centric triage and vulnerability-based aggregation?
CQ01659;UC-4;Request-centric exploration and deterministic detail reconstruction;Quantification;Summarize the count of parameters for UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to a specific path prefix.
CQ01660;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Follow a resolver to its related all findings in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01661;UC-4;Cross-graph drill-down for explainable investigation;Inspection;Given a selected exchange in UC-4 during Cross-graph drill-down for explainable investigation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01662;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Trace a URI target to its related all exchanges in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01664;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve HTTP requests associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to exchanges with parameters.
CQ01665;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;Retrieve findings associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to requests without responses.
CQ01666;UC-4;;Retrieval;Return rules associated with UC-4 scoped to a specific method.
CQ01667;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Enumerate rules associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to a specific path prefix.
CQ01669;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of rules for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific job identifier.
CQ01670;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Follow a job identifier to its related persisted evidence in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01671;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Navigate a resolver to its related all findings in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01673;UC-4;Finding-centric triage and vulnerability-based aggregation;Inspection;Given a selected HTTP response in UC-4 during Finding-centric triage and vulnerability-based aggregation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01674;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Traceability;Link a finding to its related resolver provenance in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns without relying on manual string parsing.
CQ01675;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Link a job identifier to its related produced findings in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01676;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;Given a selected HTTP response in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01677;UC-4;Finding-centric triage and vulnerability-based aggregation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-4 during Finding-centric triage and vulnerability-based aggregation?
CQ01679;UC-4;;Inspection;Given a selected HTTP request in UC-4, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01681;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Retrieve HTTP responses associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to exchanges with payload bodies.
CQ01682;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return request–response exchanges associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific dataset.
CQ01683;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Drill down from a resolver to its related all findings in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01684;UC-4;;Traceability;Link a resolver to its related all findings in UC-4 without relying on manual string parsing.
CQ01685;UC-4;Cross-graph drill-down for explainable investigation;Quantification;Count request headers for UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific dataset.
CQ01686;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Return HTTP requests associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to a specific path prefix.
CQ01687;UC-4;Request-centric exploration and deterministic detail reconstruction;Inspection;For a selected exchange in UC-4 during Request-centric exploration and deterministic detail reconstruction, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01688;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Link a finding to its related resolver provenance in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01689;UC-4;Request-centric exploration and deterministic detail reconstruction;Inspection;Given a selected HTTP request in UC-4 during Request-centric exploration and deterministic detail reconstruction, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01690;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Retrieve URI targets associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to exchanges with payload bodies.
CQ01691;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;How many payload bodies are available for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01692;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Link a resolver to its related all findings in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01693;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Drill down from a finding to its related resolver provenance in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01695;UC-4;;Inspection;For a selected HTTP response in UC-4, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01696;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;Given a selected exchange in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01697;UC-4;Cross-graph drill-down for explainable investigation;Inspection;For a selected exchange in UC-4 during Cross-graph drill-down for explainable investigation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01698;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Show parameters associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to requests without responses.
CQ01700;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Compute the number of HTTP requests for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific method.
CQ01701;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Link a URI target to its related all exchanges in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01703;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Compute the number of parameters for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests with responses only.
CQ01704;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Compute the number of response headers for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to exchanges with cookies.
CQ01705;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Link a finding to its related evidence anchors in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01707;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Trace a finding to its related evidence anchors in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01708;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Drill down from a job identifier to its related persisted evidence in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01709;UC-4;;Retrieval;Show HTTP requests associated with UC-4 scoped to a specific method.
CQ01712;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;How many cookies are available for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to a specific method.
CQ01713;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Traceability;Trace a resolver to its related all findings in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns without relying on manual string parsing.
CQ01714;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;Return payload bodies associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to requests without responses.
CQ01715;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of payload bodies for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01717;UC-4;;Retrieval;List response headers associated with UC-4 scoped to exchanges with parameters.
CQ01718;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;For a selected exchange in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01719;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Trace a resolver to its related all findings in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01720;UC-4;Finding-centric triage and vulnerability-based aggregation;Inspection;For a selected exchange in UC-4 during Finding-centric triage and vulnerability-based aggregation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01722;UC-4;Cross-graph drill-down for explainable investigation;Quantification;Count URI targets for UC-4 during Cross-graph drill-down for explainable investigation scoped to exchanges with parameters.
CQ01723;UC-4;Request-centric exploration and deterministic detail reconstruction;Quantification;How many HTTP responses are available for UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to findings with severity descriptors.
CQ01725;UC-4;;Quantification;How many URI targets are available for UC-4 scoped to findings with severity descriptors.
CQ01726;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Link a finding to its related evidence anchors in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01727;UC-4;Request-centric exploration and deterministic detail reconstruction;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-4 during Request-centric exploration and deterministic detail reconstruction?
CQ01728;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Trace a finding to its related resolver provenance in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01729;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Return parameters associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to exchanges with parameters.
CQ01730;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;List findings associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific method.
CQ01731;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Summarize the count of request headers for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to exchanges with parameters.
CQ01733;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01734;UC-4;;Inspection;Given a selected exchange in UC-4, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01735;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Count request–response exchanges for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to requests with responses only.
CQ01736;UC-4;;Traceability;Follow a resolver to its related all findings in UC-4 without relying on manual string parsing.
CQ01739;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Follow a URI target to its related all exchanges in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01742;UC-4;;Retrieval;Retrieve HTTP responses associated with UC-4 scoped to exchanges with payload bodies.
